time,Δt,t,DATE,DOY,DOYP,TMAX,TMIN,TMN,PAR,SWFAC,EMP1,EMP2,Fc,sla,INTOT,LAI0,Lfmax,N0,nb,p1,PD,rm,tb,W0,Wc0,Wr0,PT,RUE,Pg,ROWSPC,Y1,P,VP,RP,FL,dN,N,di,INT,__Plant__a,dLAI1,dLAI2,dLAI,LAI,E,dW,W,Wc,Wr,Wf,endsim,SRAD,RAIN,IRR,CN,DP,DRNp,WPp,FCp,STp,SWC0,WP,FC,ST,S,POTINF,ROF,INF,THE,TRAIN,TIRR,TESa,TEPa,TROF,TDRN,TINF,DRN,αs,αc,ALB,Tmed,EEQ,f,ETp,ESp,EPp,__SoilWater__a,ESa,EPa,dSWC,dROF_extra,dSWC_ADJ,SWC_ADJ,SWC,ΔSWC,Fi,Fo,WATBAL,CHECK,SWFAC1,WTABLE,DWT,STRESS_DEPTH,SWFAC2
5688.0 hr,24.0 hr,237.0 d,1987-08-26,238 d,121 d,35.6 °C,22.2 °C,28.899999999999977 °C,11.25 MJ d⁻¹ m⁻²,0.8332978237396473,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.90234375,2.1 g MJ⁻¹,2.760674529052957 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,15.0 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.189254779559281,1.0,13.803372645264783 g d⁻¹ m⁻²,721.0494582710107 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,169.0083602019647 g m⁻²,false,22.5 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,934.9999999999995 mm,0.0 mm,550.6571598271723 mm,202.53069128465262 mm,15.836540879503854 mm,225.79235584381556 mm,919.1634591204958 mm,0.0 mm d⁻¹,0.1,0.2,0.17840003184687667,30.24000000000001 °C,5.465412311299173 mm d⁻¹,1.1300000000000001,6.175915911768066 mm d⁻¹,1.3339958701055796 mm d⁻¹,4.841920041662486 mm d⁻¹,0.6249733678047356,0.8337118915774927 mm d⁻¹,4.0347614334387325 mm d⁻¹,-4.868473325016225 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,186.68325216485533 mm,59.81674783514467 mm,934.9999999999995 mm,994.8167478351445 mm,-2.2737367544323206e-13 mm,919.1634591204956 mm,0.8332978237396473,0.0 mm,1450.0 mm,250.0 mm,1.0
5712.0 hr,24.0 hr,238.0 d,1987-08-27,239 d,121 d,36.1 °C,22.2 °C,29.149999999999977 °C,11.05 MJ d⁻¹ m⁻²,0.7926000320989683,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.8902734375,2.1 g MJ⁻¹,2.544662578053792 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,15.0 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.189254779559281,1.0,12.72331289026896 g d⁻¹ m⁻²,734.8528309162755 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,182.81173284722948 g m⁻²,false,22.1 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,934.9999999999995 mm,0.0 mm,551.4908717187499 mm,206.56545271809136 mm,15.836540879503854 mm,225.79235584381556 mm,919.1634591204958 mm,0.0 mm d⁻¹,0.1,0.2,0.17840003184687667,30.539999999999964 °C,5.395435023802259 mm d⁻¹,1.1550000000000002,6.231727452491611 mm d⁻¹,1.3460511451276327 mm d⁻¹,4.885676307363978 mm d⁻¹,0.5944500240742263,0.8001601356262611 mm d⁻¹,3.8723871980418583 mm d⁻¹,-4.67254733366812 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,181.8147788398391 mm,64.68522116016089 mm,934.9999999999995 mm,999.6852211601607 mm,-3.410605131648481e-13 mm,919.1634591204956 mm,0.7926000320989683,0.0 mm,1450.0 mm,250.0 mm,1.0
5736.0 hr,24.0 hr,239.0 d,1987-08-28,240 d,121 d,35.6 °C,22.8 °C,29.200000000000045 °C,11.05 MJ d⁻¹ m⁻²,0.7535400752866956,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.8975999999999998,2.1 g MJ⁻¹,2.439169044846737 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,15.0 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.189254779559281,1.0,12.195845224233686 g d⁻¹ m⁻²,747.5761438065445 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,195.53504573749845 g m⁻²,false,22.1 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,934.9999999999995 mm,0.0 mm,552.2910318543761 mm,210.4378399161332 mm,15.836540879503854 mm,225.79235584381556 mm,919.1634591204958 mm,0.0 mm d⁻¹,0.1,0.2,0.17840003184687667,30.480000000000018 °C,5.3899979041948045 mm d⁻¹,1.1300000000000001,6.09069763174013 mm d⁻¹,1.3155887487589057 mm d⁻¹,4.775108882981224 mm d⁻¹,0.5651550564650217,0.7435116335895867 mm d⁻¹,3.5982359071838403 mm d⁻¹,-4.341747540773427 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,177.142231506171 mm,69.35776849382901 mm,934.9999999999995 mm,1004.3577684938289 mm,-3.410605131648481e-13 mm,919.1634591204956 mm,0.7535400752866956,0.0 mm,1450.0 mm,250.0 mm,1.0
5760.0 hr,24.0 hr,240.0 d,1987-08-29,241 d,121 d,36.1 °C,22.8 °C,29.450000000000045 °C,10.85 MJ d⁻¹ m⁻²,0.7172454249980984,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.8852484374999998,2.1 g MJ⁻¹,2.2482940828748896 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,15.0 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.189254779559281,1.0,11.241470414374447 g d⁻¹ m⁻²,759.7719890307782 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,207.73089096173214 g m⁻²,false,21.7 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,934.9999999999995 mm,0.0 mm,553.0345434879657 mm,214.03607582331705 mm,15.836540879503854 mm,225.79235584381556 mm,919.1634591204958 mm,0.0 mm d⁻¹,0.1,0.2,0.17840003184687667,30.779999999999973 °C,5.319134932055951 mm d⁻¹,1.1550000000000002,6.143600846524624 mm d⁻¹,1.327015826304335 mm d⁻¹,4.8165850202202884 mm d⁻¹,0.5379340687485739,0.7138470227376417 mm d⁻¹,3.454673569867375 mm d⁻¹,-4.168520592605017 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,172.80048396539755 mm,73.69951603460245 mm,934.9999999999995 mm,1008.6995160346023 mm,-3.410605131648481e-13 mm,919.1634591204956 mm,0.7172454249980984,0.0 mm,1450.0 mm,250.0 mm,1.0
5784.0 hr,24.0 hr,241.0 d,1987-08-30,242 d,121 d,35.0 °C,23.3 °C,29.149999999999977 °C,7.65 MJ d⁻¹ m⁻²,0.6823988578707839,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9077359374999999,2.1 g MJ⁻¹,1.546499128953522 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,15.0 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.189254779559281,1.0,7.73249564476761 g d⁻¹ m⁻²,771.0134594451526 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,218.9723613761066 g m⁻²,false,15.3 MJ d⁻¹ m⁻²,0.8 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.8 mm d⁻¹,0.0 mm d⁻¹,0.8 mm d⁻¹,206.62500000000003 mm,934.9999999999995 mm,0.0 mm,553.7483905107034 mm,217.49074939318442 mm,15.836540879503854 mm,225.79235584381556 mm,919.1634591204958 mm,0.0 mm d⁻¹,0.1,0.2,0.17840003184687667,30.319999999999993 °C,3.721499251321092 mm d⁻¹,1.1,4.0936491764532015 mm d⁻¹,0.8842269184144876 mm d⁻¹,3.2094222580387135 mm d⁻¹,0.511799143403088,0.4525465794184869 mm d⁻¹,2.1901060833106905 mm d⁻¹,-1.8426526627291773 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,168.63196337279254 mm,77.86803662720746 mm,934.9999999999995 mm,1012.8680366272073 mm,-3.410605131648481e-13 mm,919.1634591204956 mm,0.6823988578707839,0.0 mm,1450.0 mm,250.0 mm,1.0
5808.0 hr,24.0 hr,242.0 d,1987-08-31,243 d,121 d,34.4 °C,22.2 °C,28.299999999999955 °C,10.7 MJ d⁻¹ m⁻²,0.6669952828427449,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.92844375,2.1 g MJ⁻¹,2.162482297243108 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,15.0 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.189254779559281,1.0,10.812411486215542 g d⁻¹ m⁻²,778.7459550899202 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,226.70485702087421 g m⁻²,false,21.4 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,935.7999999999995 mm,0.0 mm,554.2009370901219 mm,219.6808554764951 mm,15.836540879503854 mm,225.79235584381556 mm,919.9634591204957 mm,0.0 mm d⁻¹,0.1,0.2,0.17840003184687667,29.519999999999982 °C,5.135035538288443 mm d⁻¹,1.1,5.648539092117288 mm d⁻¹,1.2200826450140567 mm d⁻¹,4.4284564471032315 mm d⁻¹,0.5002464621320587,0.6103420266770063 mm d⁻¹,2.953759560492397 mm d⁻¹,-3.5641015871694037 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,166.78931071006338 mm,79.71068928993662 mm,935.7999999999995 mm,1015.5106892899365 mm,-3.410605131648481e-13 mm,919.9634591204956 mm,0.6669952828427449,0.0 mm,1450.0 mm,250.0 mm,1.0
5832.0 hr,24.0 hr,243.0 d,1987-09-01,244 d,121 d,33.9 °C,22.2 °C,28.049999999999955 °C,7.2 MJ d⁻¹ m⁻²,0.6372013301809317,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9381234375,2.1 g MJ⁻¹,1.404622368004688 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,15.0 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.189254779559281,1.0,7.02311184002344 g d⁻¹ m⁻²,789.5583665761358 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,237.51726850708977 g m⁻²,false,14.4 MJ d⁻¹ m⁻²,0.3 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.3 mm d⁻¹,0.0 mm d⁻¹,0.3 mm d⁻¹,206.62500000000003 mm,935.7999999999995 mm,0.0 mm,554.8112791167989 mm,222.6346150369875 mm,15.836540879503854 mm,225.79235584381556 mm,919.9634591204957 mm,0.0 mm d⁻¹,0.1,0.2,0.17840003184687667,29.21999999999997 °C,3.43763732357961 mm d⁻¹,1.1,3.7814010559375713 mm d⁻¹,0.8167814238243852 mm d⁻¹,2.9646196321131857 mm d⁻¹,0.4779009976356988,0.3903406572959802 mm d⁻¹,1.8890595730630264 mm d⁻¹,-1.9794002303590066 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,163.22520912289397 mm,83.27479087710603 mm,935.7999999999995 mm,1019.0747908771059 mm,-3.410605131648481e-13 mm,919.9634591204956 mm,0.6372013301809317,0.0 mm,1450.0 mm,250.0 mm,1.0
5856.0 hr,24.0 hr,244.0 d,1987-09-02,245 d,121 d,27.8 °C,20.6 °C,24.200000000000045 °C,3.8 MJ d⁻¹ m⁻²,0.6206546197913058,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,1.0,2.1 g MJ⁻¹,0.7697044770304647 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,14.200000000000045 K,15.0 K,75.85092493612368,0.0 d⁻¹,-0.059640000000000186 d⁻¹,-0.059640000000000186 d⁻¹,2.189254779559281,1.0,3.848522385152324 g d⁻¹ m⁻²,796.5814784161593 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,244.5403803471132 g m⁻²,false,7.6 MJ d⁻¹ m⁻²,2.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,2.0 mm d⁻¹,0.0 mm d⁻¹,2.0 mm d⁻¹,206.62500000000003 mm,936.0999999999995 mm,0.0 mm,555.2016197740949 mm,224.52367461005053 mm,15.836540879503854 mm,225.79235584381556 mm,920.2634591204957 mm,0.0 mm d⁻¹,0.1,0.2,0.17840003184687667,24.920000000000016 °C,1.6803077814328988 mm d⁻¹,1.1,1.8483385595761888 mm d⁻¹,0.39924054023035555 mm d⁻¹,1.4490980193458332 mm d⁻¹,0.46549096484347935,0.18584286427646013 mm d⁻¹,0.8993893802374223 mm d⁻¹,0.9147677554861174 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,161.24580889253497 mm,85.25419110746503 mm,936.0999999999995 mm,1021.3541911074649 mm,-4.547473508864641e-13 mm,920.2634591204956 mm,0.6206546197913058,0.0 mm,1450.0 mm,250.0 mm,1.0
5880.0 hr,24.0 hr,245.0 d,1987-09-03,246 d,121 d,28.9 °C,22.8 °C,25.850000000000023 °C,3.85 MJ d⁻¹ m⁻²,0.6283015811746797,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9952734375000001,2.1 g MJ⁻¹,0.7763006760942258 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,3.881503380471129 g d⁻¹ m⁻²,800.4300008013116 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,248.38890273226554 g m⁻²,false,7.7 MJ d⁻¹ m⁻²,1.3 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,1.3 mm d⁻¹,0.0 mm d⁻¹,1.3 mm d⁻¹,206.62500000000003 mm,938.0999999999995 mm,0.0 mm,555.3874626383713 mm,225.42306399028794 mm,15.836540879503854 mm,225.79235584381556 mm,922.2634591204957 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,26.45999999999998 °C,1.7527579946483265 mm d⁻¹,1.1,1.9280337941131593 mm d⁻¹,0.43420885774784806 mm d⁻¹,1.4938249363653113 mm d⁻¹,0.4712261858810098,0.20461058391226838 mm d⁻¹,0.9385725695164904 mm d⁻¹,0.1568168465712414 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,162.16057664802108 mm,84.33942335197892 mm,938.0999999999995 mm,1022.4394233519787 mm,-3.410605131648481e-13 mm,922.2634591204956 mm,0.6283015811746797,0.0 mm,1450.0 mm,250.0 mm,1.0
5904.0 hr,24.0 hr,246.0 d,1987-09-04,247 d,121 d,31.1 °C,22.2 °C,26.649999999999977 °C,6.25 MJ d⁻¹ m⁻²,0.6296124848032795,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9793359374999999,2.1 g MJ⁻¹,1.2426353636787217 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,6.213176818393609 g d⁻¹ m⁻²,804.3115041817828 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,252.27040611273665 g m⁻²,false,12.5 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,939.3999999999994 mm,0.0 mm,555.5920732222836 mm,226.36163655980442 mm,15.836540879503854 mm,225.79235584381556 mm,923.5634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,27.539999999999964 °C,2.9007959702270605 mm d⁻¹,1.1,3.190875567249767 mm d⁻¹,0.7186110738833452 mm d⁻¹,2.472264493366422 mm d⁻¹,0.47220936360245963,0.33933487787613453 mm d⁻¹,1.5565685907593538 mm d⁻¹,-1.8959034686354883 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,162.31739349459232 mm,84.18260650540768 mm,939.3999999999994 mm,1023.5826065054075 mm,-4.547473508864641e-13 mm,923.5634591204955 mm,0.6296124848032795,0.0 mm,1450.0 mm,250.0 mm,1.0
5928.0 hr,24.0 hr,247.0 d,1987-09-05,248 d,121 d,33.3 °C,21.7 °C,27.5 °C,7.15 MJ d⁻¹ m⁻²,0.6137637619724708,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9516,2.1 g MJ⁻¹,1.3465434974679642 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,6.732717487339821 g d⁻¹ m⁻²,810.5246810001764 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,258.4835829311303 g m⁻²,false,14.3 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,939.3999999999994 mm,0.0 mm,555.9314081001597 mm,227.91820515056378 mm,15.836540879503854 mm,225.79235584381556 mm,923.5634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,28.659999999999968 °C,3.384246915739767 mm d⁻¹,1.1,3.7226716073137442 mm d⁻¹,0.8383758579945183 mm d⁻¹,2.884295749319226 mm d⁻¹,0.46032282147935316,0.38592354041221016 mm d⁻¹,1.7702762097433749 mm d⁻¹,-2.156199750155585 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,160.42149002595684 mm,86.07850997404316 mm,939.3999999999994 mm,1025.478509974043 mm,-4.547473508864641e-13 mm,923.5634591204955 mm,0.6137637619724708,0.0 mm,1450.0 mm,250.0 mm,1.0
5952.0 hr,24.0 hr,248.0 d,1987-09-06,249 d,121 d,32.2 °C,22.2 °C,27.19999999999999 °C,5.6 MJ d⁻¹ m⁻²,0.5957391036639601,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9657749999999999,2.1 g MJ⁻¹,1.0389119996335876 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,5.194559998167938 g d⁻¹ m⁻²,817.2573984875163 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,265.2163004184701 g m⁻²,false,11.2 MJ d⁻¹ m⁻²,2.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,2.0 mm d⁻¹,0.0 mm d⁻¹,2.0 mm d⁻¹,206.62500000000003 mm,939.3999999999994 mm,0.0 mm,556.317331640572 mm,229.68848136030715 mm,15.836540879503854 mm,225.79235584381556 mm,923.5634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,28.19999999999999 °C,2.6294530320003746 mm d⁻¹,1.1,2.8923983352004123 mm d⁻¹,0.6513915788788489 mm d⁻¹,2.2410067563215637 mm d⁻¹,0.44680432774797013,0.29104457650165294 mm d⁻¹,1.335055356315887 mm d⁻¹,0.37390006718246016 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,158.26529027580125 mm,88.23470972419875 mm,939.3999999999994 mm,1027.6347097241985 mm,-2.2737367544323206e-13 mm,923.5634591204955 mm,0.5957391036639601,0.0 mm,1450.0 mm,250.0 mm,1.0
5976.0 hr,24.0 hr,249.0 d,1987-09-07,250 d,121 d,34.4 °C,20.6 °C,27.5 °C,10.8 MJ d⁻¹ m⁻²,0.5988647050615147,0.104 m²,0.64,0.85,0.028 m² g⁻¹,300.0 K,0.013,12.0,2.0,5.3,0.03 g K⁻¹,5.0 m⁻²,0.1 d⁻¹,10.0 °C,0.3 g m⁻²,0.045 g m⁻²,0.255 g m⁻²,0.9387437500000001,2.1 g MJ⁻¹,1.957754364668295 g d⁻¹,60.0 cm,0.6855049101204336,true,false,true,2.0,0.0 d⁻¹,12.063702968750004,0.0 K,29.200000000000045 K,75.85092493612368,0.0 d⁻¹,-0.0 d⁻¹,0.0 d⁻¹,2.129614779559281,1.0,9.788771823341476 g d⁻¹ m⁻²,822.4519584856843 g m⁻²,469.02493335868917 g m⁻²,83.01616471035696 g m⁻²,270.41086041663806 g m⁻²,false,21.6 MJ d⁻¹ m⁻²,0.0 mm d⁻¹,0.0 mm d⁻¹,55.0,145.0 cm,0.1 d⁻¹,0.06,0.17,0.28,246.5 mm,87.0 mm,246.50000000000003 mm,406.0 mm,8.181818181818183 inch d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,206.62500000000003 mm,941.3999999999994 mm,0.0 mm,556.6083762170737 mm,231.02353671662303 mm,15.836540879503854 mm,225.79235584381556 mm,925.5634591204956 mm,0.0 mm d⁻¹,0.1,0.2,0.1774791884315715,28.879999999999995 °C,5.131373651709423 mm d⁻¹,1.1,5.644511016880366 mm d⁻¹,1.2711896900708168 mm d⁻¹,4.37332132680955 mm d⁻¹,0.44914852879613604,0.5709529791161235 mm d⁻¹,2.619027786519033 mm d⁻¹,-3.1899807656351564 mm d⁻¹,0.0 mm d⁻¹,0.0 mm d⁻¹,0.0 mm,158.6391903429837 mm,87.86080965701629 mm,941.3999999999994 mm,1029.2608096570161 mm,-4.547473508864641e-13 mm,925.5634591204955 mm,0.5988647050615147,0.0 mm,1450.0 mm,250.0 mm,1.0
